EnglishWord,WordType,Level,Translation,ExampleSentenceEn,ExampleSentenceTR
insightful,adjective,C1,anlayışlı,His insightful comments added depth to the discussion.,Anlayışlı yorumları tartışmaya derinlik kattı.
notable,adjective,C1,dikkate değer,She made notable contributions to the field.,Alana dikkate değer katkılarda bulundu.
vicious,adjective,C1,kısır,His vicious attitude caused problems for everyone.,Onun kısır tavrı herkese sorun çıkardı.
viciously,adverb,C1,acımasızca,They attacked viciously without warning.,Uyarı olmadan acımasızca saldırdılar.
pupil,noun,C1,öğrenci,The pupil showed great improvement in his studies.,Öğrenci derslerinde büyük ilerleme gösterdi.
withdrawn,adjective,C1,geri çekilmiş,She has become more withdrawn since the incident.,O olaydan beri daha geri çekilmiş oldu.
withdrawal,noun,C1,para çekme,The withdrawal of funds was necessary.,Fonların çekilmesi zorunluydu.
torturous,adjective,C1,işkence dolu,The process was torturous and long.,Süreç işkence doluydu ve uzundu.
depict,verb,C1,göstermek,The painting depicts a beautiful landscape.,Tablo güzel bir manzarayı gösteriyor.
depiction,noun,C1,tasvir,The depiction of the scene was very realistic.,Sahnenin tasviri çok gerçekçiydi.
upheaval,noun,C1,ayaklanma,The country underwent significant upheaval last year.,Ülke geçen yıl büyük bir ayaklanma geçirdi.
shortlist,verb,C1,kısa liste,She was shortlisted for the award.,Ödül için kısa listeye alındı.
shortlist,noun,C1,kısa liste,The shortlist for the competition was announced.,Yarışma için kısa liste açıklandı.
uneventful,adjective,C1,olaysız,It was an uneventful day with nothing special happening.,Olay olmayan bir gündü hiçbir özel şey olmadan.
pertinent,adjective,C1,ilgili,His comments were pertinent to the discussion.,Yorumları tartışma için ilgiliydi.
pertain to,verb,C1,ait,These regulations pertain to the new laws.,Bu düzenlemeler yeni yasalara aittir.
daydream,noun,C1,hayal kurmak,She often lost herself in daydreams during class.,Sınıfta sık sık hayal kurarak kayboldu.
daydream,verb,C1,hayal kurmak,She likes to daydream during boring lectures.,Sıkıcı derslerde hayal kurmayı sever.
protagonist,noun,C1,Baş kahraman,The protagonist of the story faced many challenges.,Hikayenin baş kahramanı birçok zorlukla karşılaştı.
simplicity,noun,C1,basitlik,The simplicity of the design was appealing.,Tasarımın basitliği çekiciydi.
blockbuster,noun,C1,gişe rekorları kıran film,The movie became a blockbuster hit worldwide.,Film dünya çapında gişe rekorları kırdı.
resonate,verb,C1,yankılanmak,Her words seemed to resonate with the audience.,Onun sözleri dinleyicilerle yankılandı.
sequel,noun,C1,devamı,The sequel to the popular movie was highly anticipated.,Popüler filmin devamı büyük bir beklentiyle bekleniyordu.
irony,noun,C1,ironi,There was a certain irony in the situation.,Durumda belirli bir ironi vardı.
acidic,adjective,C1,asidik,The food was too acidic for my taste.,Yemek damak tadım için fazla asidikti.
align,verb,C1,hizalamak,Its important to align your goals with your values.,Hedeflerinizi değerlerinizle hizalamak önemlidir.
alignment,noun,C1,hizalama,The alignment of the wheels was off.,Tekerleklerin hizalaması bozuktu.
manipulation,noun,C1,manipülasyon,The manipulation of data can lead to misleading results.,Verilerin manipülasyonu yanıltıcı sonuçlara yol açabilir.
suitor,noun,C1,talip,The suitor brought flowers and gifts to impress her.,Talip onu etkilemek için çiçekler ve hediyeler getirdi.
deceit,noun,C1,aldatma,The deceit in his words was evident to everyone.,Onun sözlerindeki aldatma herkes tarafından görülüyordu.
alienate,verb,C1,yabancılaştırmak,His behavior may alienate his friends.,Onun davranışları arkadaşlarını yabancılaştırabilir.
persuasively,adverb,C1,ikna edici bir şekilde,She spoke persuasively about the benefits of the program.,Programın faydalarını ikna edici bir şekilde anlattı.
compel,verb,C1,zorlamak,The circumstances compelled her to make a decision.,Koşullar onu bir karar vermeye zorladı.
confinement,noun,C1,kapatılma,The animal was kept in confinement for safety reasons.,Hayvan güvenlik nedenleriyle kapatıldı.
minutiae,noun,C1,önemsiz ayrıntılar,We must not overlook the minutiae of the project.,Projenin önemsiz ayrıntılarını göz ardı etmemeliyiz.
peasant,noun,C1,köylü,The peasants worked hard in the fields.,Köylüler tarlalarda çok çalıştılar.
inexplicable,adjective,C1,açıklanamaz,Her sudden departure was inexplicable.,Onun ani ayrılışı açıklanamazdı.
inexplicably,adverb,C1,açıklanamaz bir şekilde,The event happened inexplicably.,Olay açıklanamaz bir şekilde gerçekleşti.
pigeon,noun,C1,güvercin,A pigeon landed on the windowsill.,Bir güvercin pencere pervazına kondu.
harass,verb,C1,taciz etmek,Dont harass your classmates.,Sınıf arkadaşlarına taciz etme.
harassment,noun,C1,taciz,Workplace harassment is a serious issue.,İş yerindeki taciz ciddi bir meseledir.
believably,adverb,C1,inanılır bir şekilde,The story was told so believably that I thought it was true.,Hikaye o kadar inanılır bir şekilde anlatıldı ki gerçek olduğunu düşündüm.
readable,adjective,C1,okunabilir,The font is clear and readable.,Yazı tipi net ve okunabilir.
cleverness,noun,C1,zeka,His cleverness helped him solve the problem quickly.,Onun zekası sorunu hızlıca çözmesine yardımcı oldu.
persecute,verb,C1,zulmetmek,They were persecuted for their beliefs.,İnançları yüzünden zulme uğradılar.
persecution,noun,C1,zulüm,Religious persecution has occurred throughout history.,Tarih boyunca dini zulüm olmuştur.
smug,adjective,C1,kendini beğenmiş,He wore a smug expression after winning the game.,Oyun kazandıktan sonra kendini beğenmiş bir ifade takındı.
smugly,adverb,C1,kendini beğenmiş bir şekilde,She smiled smugly at her competitors.,Rakiplerine kendini beğenmiş bir şekilde gülümsedi.
ferocious,adjective,C1,vahşi,The ferocious tiger prowled through the jungle.,Vahşi kaplan ormanda dolaşıyordu.
ferociously,adverb,C1,vahşice,The dog barked ferociously at the intruders.,Köpek içeridekileri vahşice havladı.
hostile,adjective,C1,düşmanca,He had a hostile attitude towards newcomers.,Yenilere karşı düşmanca bir tutumu vardı.
hostility,noun,C1,düşmanlık,There was a sense of hostility in the air.,Hava da düşmanlık hissi vardı.
dismay,verb,C1,dehşet,The news dismayed everyone in the room.,Haber odadaki herkesin dehşete kapılmasına neden oldu.
dismay,noun,C1,dehşet,She was in a state of dismay after hearing the news.,Haberi duyduktan sonra bir dehşet içindeydi.
methodical,adjective,C1,metodik,He took a methodical approach to the project.,Projeye metodik bir yaklaşım benimsedi.
ruthless,adjective,C1,acımasız,The business was known for its ruthless competition.,Şirket acımasız rekabetiyle tanınıyordu.
ruthlessness,noun,C1,acımasızlık,His ruthlessness in business dealings is notorious.,İş işlemlerindeki acımasızlığıyla ünlüdür.
talkative,adjective,C1,konuşkan,She is a talkative person who loves to share stories.,O hikayeler paylaşmayı seven konuşkan bir insandır.
awe,verb,C1,huşu,The sunset awed everyone at the beach.,Gün batımı plajdaki herkesi huşu içinde bıraktı.
clan,noun,C1,klan,The clan gathered for their annual reunion.,Klan yıllık buluşmaları için toplandı.
privileged,adjective,C1,ayrıcalıklı,She came from a privileged background.,O ayrıcalıklı bir arka plandan geliyordu.
crumble,verb,C1,ufalanmak,The old cookie began to crumble in my hand.,Eski kurabiye elimde ufalanmaya başladı.
crumb,noun,C1,kırıntı,A crumb fell from the table.,Masadan bir kırıntı düştü.
pace,verb,C1,adımlamak,He paced back and forth while waiting.,Beklerken ileri geri adımladı.
closeness,noun,C1,yakınlık,Their closeness was evident in their conversations.,Yakınlıkları sohbetlerinde belirgindi.
rarity,noun,C1,nadirlik,The rarity of the artifact made it valuable.,Eşyanın nadirliği onu değerli kıldı.
evoke,verb,C1,uyandırmak,The music can evoke strong emotions.,Müzik güçlü duyguları uyandırabilir.
repel,verb,C1,püskürtmek,The insect spray is designed to repel mosquitoes.,Böcek spreyi sivrisinekleri püskürtmek için tasarlanmıştır.
repellant,noun,C1,itici,The repellant is effective against insects.,İtici böceklere karşı etkilidir.
repellant,adjective,C1,itici,This fabric has a repellant quality.,Bu kumaşın itici bir özelliği var.
aqua,adjective,C1,su,The aqua color is very refreshing.,Aqua rengi çok ferahlatıcı.
aquarium,noun,C1,akvaryum,The aquarium is home to many colorful fish.,Akvaryum birçok renkli balığa ev sahipliği yapıyor.
insightful,adjective,C1,anlayışlı,The author provided an insightful analysis of the topic.,Yazar konunun anlayışlı bir analizini sundu.
insightfully,adverb,C1,anlayışlı bir şekilde,She spoke insightfully about the challenges we face.,Karşılaştığımız zorluklar hakkında anlayışlı bir şekilde konuştu.
flashback,noun,C1,geçmişe dönüş,The film includes a flashback to the protagonists childhood.,Film baş kahramanın çocukluğuna bir geçmişe dönüş içeriyor.
self worth,noun,C1,kendine değer vermek,Building self worth is important for personal growth.,Kendine değer vermek kişisel gelişim için önemlidir.
agonize,verb,C1,acı çekmek,He had to agonize over the decision for days.,Karar için günlerce acı çekmek zorunda kaldı.
cite,verb,C1,anmak,Please cite your sources in the paper.,Lütfen makalede kaynaklarınızı belirtin.
citation,noun,C1,Alıntı,The citation was formatted according to APA style.,Alıntı APA stiline göre formatlandı.
recite,verb,C1,ezberden okumak,He was asked to recite a poem in front of the class.,Sınıfın önünde bir şiiri ezberden okuması istendi.
ecstasy,noun,C1,vecd,She felt ecstasy after winning the competition.,Yarışmayı kazandıktan sonra vecd içinde hissetti.
ecstatic,adjective,C1,mest olmus,He was ecstatic about his promotion.,Terfi hakkında mest olmuştu.
ecstatically,adverb,C1,kendinden geçmiş bir şekilde,They celebrated ecstatically after the good news.,İyi haberi aldıktan sonra kendinden geçmiş bir şekilde kutladılar.
pleasurable,adjective,C1,zevkli,The massage was a pleasurable experience.,Masaj zevkli bir deneyimdi.
nature,noun,C1,doğa,Nature can be a source of inspiration.,Doğa ilham kaynağı olabilir.
substantially,adverb,C1,esasen,The project was substantially completed ahead of schedule.,Proje esasen programdan önce tamamlandı.
favorably/favourably,adverb,C1,olumlu,The plan was received favorably by the committee.,Plan komite tarafından olumlu karşılandı.
diversity,noun,C1,çeşitlilik,Diversity is important in any community.,Çeşitlilik herhangi bir toplulukta önemlidir.
elitist,noun,C1,elitist,The organization was accused of being elitist.,Kuruluş elitist olmakla suçlandı.
grumble,verb,C1,homurdanma,He likes to grumble about his job.,İşini homurdanmayı sever.
rumble,verb,C1,gürleme,Thunder rumbled in the distance.,Uzaklarda gök gürültüsü gürledi.
rumble,noun,C1,gürleme,The rumble of thunder could be heard.,Gök gürültüsünün gürlemesi duyulabiliyordu.
neglectful,adjective,C1,ihmalkar,The neglectful parent failed to provide for their child.,İhmalkar ebeveyn çocuklarına bakamadı.
roundup,noun,C1,hesabı yuvarlamak,The roundup of expenses is due at the end of the month.,Harcamaların hesabı ay sonunda verilmelidir.
conscientious,adjective,C1,vicdanlı,He is a conscientious worker who pays attention to detail.,O detaya dikkat eden vicdanlı bir çalışandır.
conscientiously,adverb,C1,vicdanlı bir şekilde,She completed the task conscientiously and carefully.,Görevi vicdanlı bir şekilde ve dikkatlice tamamladı.
indefinite,adjective,C1,belirsiz,The deadline is still indefinite.,Son tarih hala belirsiz.
indefinitely,adverb,C1,süresiz olarak,The meeting was postponed indefinitely.,Toplantı süresiz olarak ertelendi.
atmospheric,adjective,C1,atmosferik,The atmospheric conditions were perfect for flying.,Atmosferik koşullar uçmak için mükemmeldi.
fuse,verb,C1,sigorta,The wires are designed to fuse together.,Kabloların bir araya gelmesi için tasarlandı.
fusion,noun,C1,füzyon,The fusion of different cultures enriches society.,Farklı kültürlerin füzyonu toplumu zenginleştirir.
robust,adjective,C1,güçlü,She has a robust constitution.,Güçlü bir yapısı var.
robustly,adverb,C1,sağlam bir şekilde,The team performed robustly under pressure.,Takım baskı altında sağlam bir şekilde performans gösterdi.
dismal,adjective,C1,kasvetli,The dismal weather made everyone feel gloomy.,Kasvetli hava herkesi karamsar hissettirdi.
dismally,adverb,C1,kasvetli bir şekilde,They spoke dismally about their chances of success.,Başarı şansları hakkında kasvetli bir şekilde konuştular.
crave,verb,C1,arzulamak,I crave chocolate every day.,Her gün çikolata arzuluyorum.
craving,noun,C1,özlem,She had a craving for adventure.,Macera özlemi vardı.
prospective,adjective,C1,muhtemel,They are prospective clients for our business.,Onlar işimiz için muhtemel müşteriler.
swap,verb,C1,takas,Lets swap books after were done reading them.,Okumayı bitirdikten sonra kitapları takas edelim.
remotely,adverb,C1,uzaktan,You can access the system remotely.,Sisteme uzaktan erişebilirsiniz.
splatter,verb,C1,sıçramak,The paint splattered all over the canvas.,Boya tuvali her yere sıçradı.
automatic,verb,C1,otomatik,The process is automatic and requires no input.,Süreç otomatik ve girdi gerektirmiyor.
automatically,adverb,C1,otomatik olarak,The system updates automatically at midnight.,Sistem gece yarısı otomatik olarak güncelleniyor.
exhaust,verb,C1,egzoz,The car will exhaust all the fuel in the tank.,Araba depodaki tüm yakıtı tüketir.
violet,adjective,C1,menekşe,She wore a beautiful violet dress.,Güzel bir menekşe rengi elbise giyiyordu.
bubbly,adjective,C1,kabarcıklı,The drink was bubbly and refreshing.,İçecek kabarcıklı ve ferahlatıcıydı.
chaotically,adverb,C1,kaotik bir şekilde,The room was organized chaotically.,Oda kaotik bir şekilde düzenlenmişti.
